ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2944-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-origin_milli,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2944-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-origin_ratio,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2944-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-origin_q124,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2944-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-bellman_milli,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2944-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-bellman_ratio
458561.25,17.63,12.45,340011.18,13.07
458698.08,17.64,12.46,339815.54,13.07
458367.8,17.63,12.45,339809.83,13.07
458316.07,17.63,12.46,340256.71,13.09
458686.79,17.65,12.48,340524.19,13.1
458581.14,17.65,12.47,340419.07,13.1
458228.7,17.64,12.46,340102.51,13.09
458748.92,17.66,12.48,340102.51,13.09
458590.85,17.65,12.48,340102.51,13.09
458953.6,17.67,12.5,340102.51,13.09
458901.87,17.68,12.5,340102.51,13.1
458850.15,17.68,12.51,340102.51,13.1
458798.43,17.68,12.51,340113.57,13.11
459169.14,17.7,12.53,340114.88,13.11
458806.7,17.69,12.52,340109.86,13.11
458943.53,17.7,12.53,340109.66,13.12
459380.86,17.72,12.55,340708.64,13.14
459380.86,17.72,12.55,340708.65,13.14
458931.8,17.71,12.54,340163.17,13.13
458927.99,17.71,12.54,340188.57,13.13
458828.36,17.72,12.55,340390.31,13.14
458776.63,17.72,12.55,340390.31,13.15
458492.75,17.71,12.54,340390.31,13.15
458441.03,17.72,12.55,340390.31,13.16
458389.3,17.72,12.55,340390.31,13.16
458337.58,17.73,12.56,340390.31,13.17
458285.86,17.73,12.56,340837.77,13.19
458234.13,17.74,12.57,340874.78,13.2
458182.41,17.74,12.57,340874.78,13.2
457817.94,17.73,12.56,340570.31,13.19
457954.76,17.74,12.57,340570.31,13.2
458408.14,17.76,12.59,340570.31,13.2
458316.92,17.76,12.59,340573.39,13.2
458265.19,17.77,12.59,340577.0,13.2
457981.31,17.76,12.58,340570.42,13.2
457929.59,17.76,12.59,340570.31,13.21
458066.42,17.77,12.6,341027.29,13.23
458014.69,17.78,12.61,340978.06,13.23
457962.97,17.78,12.61,341057.1,13.24
457911.24,17.79,12.62,341057.1,13.25
458281.96,17.81,12.63,341057.1,13.25
458067.92,17.8,12.63,341060.93,13.25
458016.19,17.8,12.63,341060.02,13.26
457964.47,17.81,12.64,341061.47,13.26
457912.74,17.81,12.64,341101.56,13.27
458049.57,17.82,12.65,341719.82,13.3
458198.27,17.84,12.66,341752.96,13.3
458201.17,17.84,12.66,341776.62,13.3
458137.57,17.84,12.67,341660.18,13.3
458274.4,17.85,12.68,341660.18,13.31
458411.22,17.86,12.69,341660.18,13.31
458359.5,17.87,12.7,341660.18,13.32
458307.78,17.87,12.7,341661.04,13.32
458444.6,17.88,12.71,341661.94,13.33
458815.32,17.9,12.73,341660.19,13.33
458763.6,17.91,12.73,341660.18,13.34
458900.42,17.92,12.74,342840.89,13.39
458848.7,17.92,12.75,342840.89,13.39
458796.97,17.93,12.75,342840.89,13.4
458745.25,17.93,12.76,342848.28,13.4
458382.81,17.92,12.75,342438.89,13.39
458519.63,17.93,12.76,342431.51,13.39
458467.91,17.94,12.76,342447.38,13.4
458921.28,17.96,12.78,342855.31,13.42
459411.25,17.98,12.81,343549.51,13.45
459359.53,17.99,12.82,343549.51,13.45
459730.24,18.01,12.83,343549.51,13.46
459426.96,18.0,12.83,343377.21,13.45
459563.78,18.01,12.84,343389.89,13.46
459512.06,18.02,12.84,343380.31,13.46
459460.33,18.02,12.85,343377.96,13.47
459408.61,18.03,12.85,343377.21,13.47
459545.44,18.04,12.87,344043.01,13.5
459493.71,18.04,12.87,344161.76,13.51
459441.99,18.05,12.88,344161.76,13.52
459289.54,18.04,12.87,344002.98,13.51
458875.75,18.08,12.91,344002.98,13.56
458721.97,18.08,12.91,343887.28,13.55
458670.25,18.08,12.91,343887.28,13.56
458618.52,18.09,12.92,343887.28,13.56
458755.35,18.1,12.93,343890.98,13.57
458703.63,18.11,12.93,343887.45,13.57
458840.45,18.12,12.94,343892.24,13.58
458626.41,18.11,12.94,343696.16,13.57
458574.68,18.12,12.94,344176.97,13.6
458577.58,18.12,12.94,344178.25,13.6
458948.3,18.13,12.96,344387.57,13.61
458896.58,18.14,12.97,344387.57,13.61
458738.03,18.13,12.96,344229.02,13.61
458686.3,18.14,12.97,344237.51,13.61
458634.58,18.14,12.97,344233.8,13.62
458272.14,18.13,12.96,343977.48,13.61
458408.96,18.14,12.97,343972.9,13.61
458357.24,18.15,12.98,344214.29,13.63
458329.26,18.16,12.98,344519.14,13.65
458301.7,18.16,12.99,344092.64,13.64
458390.62,18.17,13.0,344351.42,13.65
458338.89,18.18,13.0,344351.42,13.66
458287.17,18.18,13.01,344351.42,13.66
458235.44,18.19,13.01,344362.18,13.67
458606.16,18.2,13.03,344355.46,13.67
458931.53,18.22,13.05,344351.42,13.67
458879.8,18.23,13.05,344796.51,13.7
458828.08,18.23,13.06,344943.53,13.71
458805.42,18.24,13.07,345142.5,13.72
458759.77,18.24,13.06,345093.72,13.72
458505.03,18.23,13.06,344895.47,13.71
458453.31,18.23,13.06,344895.47,13.72
458401.59,18.24,13.07,344895.47,13.72
458673.99,18.26,13.08,344980.38,13.73
458622.27,18.26,13.09,344904.05,13.73
458570.54,18.27,13.09,344895.9,13.74
458518.82,18.27,13.1,345501.84,13.77
458104.96,18.26,13.09,345069.01,13.75
459027.38,18.3,13.13,345812.64,13.79
458975.66,18.31,13.13,345812.64,13.79
459337.81,18.33,13.15,345817.02,13.8
459286.09,18.33,13.16,345812.71,13.8
459422.91,18.34,13.17,345812.87,13.81
459371.19,18.35,13.17,345812.64,13.81
459319.46,18.35,13.18,346460.63,13.84
459456.29,18.36,13.19,346558.98,13.85
459404.56,18.37,13.2,346548.69,13.86
459352.84,18.37,13.2,346548.69,13.86
459301.12,18.38,13.21,346548.69,13.87
459017.24,18.37,13.2,346321.42,13.86
459387.96,18.39,13.22,346331.45,13.86
459524.78,18.4,13.23,346324.93,13.87
459162.34,18.39,13.22,346323.35,13.87
459110.62,18.39,13.22,346321.42,13.88
459110.62,18.39,13.22,346321.42,13.88
459082.63,18.4,13.23,347253.47,13.92
459606.38,18.43,13.26,347290.12,13.93
459606.38,18.43,13.26,347290.12,13.93
459878.78,18.45,13.27,347290.12,13.93
459902.09,18.45,13.28,347241.56,13.93
459850.37,18.45,13.28,347241.56,13.93
460221.09,18.47,13.3,347252.44,13.94
460169.36,18.48,13.3,347245.19,13.94
460306.19,18.49,13.32,347241.59,13.95
460254.46,18.49,13.32,347710.47,13.97
460050.33,18.49,13.32,347242.68,13.95
459998.61,18.49,13.32,347241.56,13.96
459784.56,18.49,13.31,347863.88,13.99
459732.84,18.49,13.32,347752.23,13.99
459319.05,18.54,13.36,347752.23,14.03
459772.42,18.56,13.38,347752.23,14.03
459475.72,18.55,13.38,347752.23,14.04
459424.0,18.55,13.38,347752.23,14.04
459560.82,18.56,13.39,347752.23,14.05
459697.65,18.58,13.4,347752.23,14.05
459970.06,18.59,13.42,347856.82,14.06
459978.75,18.59,13.42,347897.25,14.06
459927.03,18.6,13.43,347995.27,14.07
460297.75,18.62,13.44,348111.07,14.08
460246.02,18.62,13.45,349129.09,14.13
460194.3,18.63,13.45,349129.09,14.13
460142.58,18.63,13.46,349129.09,14.14
460090.85,18.64,13.47,349134.34,14.14
460039.13,18.64,13.47,349137.94,14.15
459987.4,18.65,13.48,349133.3,14.15
459624.96,18.64,13.47,348692.21,14.14
459573.24,18.64,13.47,348716.89,14.15
459279.11,18.63,13.46,348461.19,14.14
459239.25,18.64,13.47,348627.01,14.15
459659.52,18.66,13.49,348916.17,14.16
459796.35,18.67,13.5,348916.17,14.17
459744.62,18.68,13.51,348916.17,14.17
459692.9,18.68,13.51,348916.17,14.18
459641.17,18.69,13.52,348921.82,14.19
460094.55,18.71,13.54,348916.17,14.19
460042.82,18.71,13.54,348916.75,14.19
459991.1,18.72,13.55,349581.09,14.23
459939.38,18.73,13.55,349608.88,14.23
459642.67,18.72,13.54,349308.99,14.22
459590.95,18.72,13.55,349308.99,14.23
459539.23,18.73,13.56,349308.99,14.24
459676.05,18.74,13.57,349308.99,14.24
459812.88,18.75,13.58,349308.99,14.25
459761.15,18.76,13.59,349309.47,14.25
459709.43,18.76,13.59,349309.27,14.26
459981.84,18.78,13.61,349308.99,14.26
459930.11,18.78,13.61,349999.7,14.29
459878.39,18.79,13.62,349988.19,14.3
459826.66,18.8,13.62,349988.19,14.31
459826.66,18.8,13.62,350012.89,14.31
459532.53,18.79,13.61,349719.35,14.3
459669.36,18.8,13.63,349719.35,14.3
459806.18,18.81,13.64,349731.31,14.31
459754.46,18.82,13.64,349726.13,14.31
459702.74,18.82,13.65,349719.35,14.32
460085.33,18.84,13.67,350572.5,14.36
460021.73,18.85,13.67,350489.85,14.36
459970.01,18.85,13.68,350489.85,14.36
459755.96,18.84,13.67,350288.42,14.36
459704.24,18.85,13.68,350288.42,14.36
459841.06,18.86,13.69,350288.42,14.37
459789.34,18.87,13.7,350288.42,14.37
459737.61,18.87,13.7,350288.42,14.38
459685.89,18.88,13.71,350288.42,14.39
459634.17,18.88,13.71,350576.43,14.4
460004.88,18.9,13.73,350825.06,14.42
459953.16,18.91,13.74,350825.06,14.42
459590.72,18.9,13.73,350535.79,14.41
459538.99,18.9,13.73,350535.79,14.42
459487.27,18.91,13.74,350535.79,14.43
459624.1,18.92,13.75,350543.13,14.43
459760.92,18.93,13.76,350539.4,14.44
459763.82,18.93,13.76,350540.64,14.44
460036.23,18.95,13.78,350537.69,14.44
459984.5,18.96,13.78,351267.21,14.48
459932.78,18.96,13.79,351196.31,14.48
460303.5,18.98,13.81,351196.31,14.48
460251.77,18.99,13.81,351196.31,14.49
460034.79,18.98,13.81,350962.45,14.48
460034.79,18.98,13.81,350989.1,14.48
460171.62,18.99,13.82,350989.1,14.48
460119.89,19.0,13.82,350991.48,14.49
460256.72,19.01,13.84,350990.12,14.5
460204.99,19.01,13.84,350989.12,14.5
460206.44,19.01,13.84,350992.53,14.5
460154.72,19.02,13.85,351687.6,14.54
459792.28,19.01,13.84,351404.35,14.53
459740.55,19.01,13.84,351424.62,14.53
459688.83,19.02,13.85,351424.62,14.54
459637.1,19.03,13.85,351424.62,14.55
459432.97,19.02,13.85,351264.09,14.54
459569.8,19.03,13.86,351264.09,14.55
459466.35,19.04,13.87,351264.21,14.56
459414.63,19.05,13.88,351578.65,14.58
459942.28,19.07,13.9,351991.78,14.6
459890.56,19.08,13.91,352083.89,14.61
460027.38,19.09,13.92,352083.89,14.61
459975.66,19.1,13.92,352083.89,14.62
459977.11,19.1,13.92,352090.71,14.62
459813.0,19.09,13.92,351851.0,14.61
460183.72,19.11,13.94,351851.0,14.61
459821.28,19.1,13.93,351852.13,14.61
459821.28,19.1,13.93,351848.59,14.61
459769.56,19.1,13.93,351847.46,14.62
459717.83,19.11,13.94,352576.12,14.66
459761.92,19.12,13.95,352652.25,14.67
459488.1,19.11,13.94,352402.16,14.66
459638.78,19.12,13.95,351947.17,14.64
459830.29,19.14,13.96,352387.36,14.67
459778.56,19.14,13.97,352387.36,14.67
459726.84,19.15,13.98,352387.36,14.68
459675.11,19.15,13.98,352387.36,14.68
460053.8,19.17,14.0,352391.46,14.69
460002.08,19.18,14.01,352387.36,14.69
460138.9,19.19,14.02,352387.36,14.7
460087.18,19.2,14.03,352931.18,14.73
459957.17,19.19,14.02,352539.94,14.71
459905.45,19.2,14.03,352879.55,14.73
459746.9,19.2,14.02,352721.69,14.73
459695.17,19.2,14.03,352721.69,14.73
459643.45,19.21,14.03,352721.69,14.74
460014.17,19.23,14.05,352764.42,14.74
460150.99,19.24,14.07,352725.23,14.75
459788.55,19.23,14.05,352721.69,14.75
459736.83,19.23,14.06,352769.27,14.76
460115.52,19.25,14.08,353595.89,14.8
460173.46,19.26,14.09,353592.37,14.8
460123.1,19.27,14.1,353511.69,14.8
460071.38,19.27,14.1,353511.69,14.81
460019.66,19.28,14.11,353511.69,14.82
459967.93,19.29,14.11,353511.69,14.82
459916.21,19.29,14.12,353517.77,14.83
460188.62,19.31,14.14,353634.38,14.84
460559.33,19.33,14.16,353755.89,14.85
460519.48,19.33,14.16,353858.67,14.86
460809.08,19.35,14.18,354682.75,14.9
461179.8,19.37,14.2,354682.75,14.9
460840.03,19.36,14.19,354271.69,14.88
460684.3,19.36,14.18,354122.82,14.88
460684.3,19.36,14.18,354122.82,14.88
460821.13,19.37,14.2,354122.82,14.88
460769.41,19.37,14.2,354122.82,14.89
460717.68,19.38,14.21,354122.86,14.9
460503.64,19.37,14.2,354123.24,14.9
459920.84,19.35,14.18,353543.09,14.88
459869.12,19.36,14.19,353626.05,14.89
459869.12,19.36,14.19,353626.05,14.89
459817.4,19.37,14.19,353545.47,14.89
459765.67,19.37,14.2,353562.06,14.9
459713.95,19.38,14.21,353941.26,14.92
459662.22,19.38,14.21,353941.26,14.93
459610.5,19.39,14.22,353941.26,14.93
459558.77,19.4,14.22,353941.26,14.94
459338.37,19.39,14.22,353716.99,14.93
459286.64,19.39,14.22,353725.3,14.94
459740.02,19.42,14.24,353805.9,14.94
459443.32,19.41,14.24,353716.99,14.94
459415.34,19.41,14.24,354634.21,14.99
460289.75,19.46,14.29,354926.99,15.01
460238.02,19.47,14.29,354926.99,15.01
460374.85,19.48,14.31,354926.99,15.02
460511.68,19.49,14.32,354926.99,15.02
460648.5,19.5,14.33,354926.99,15.03
461168.73,19.53,14.35,354931.31,15.03
461117.0,19.53,14.36,354941.59,15.04
461065.28,19.54,14.37,354926.99,15.04
461013.56,19.55,14.37,356111.78,15.1
460961.83,19.55,14.38,356111.78,15.1
460803.76,19.55,14.38,355812.35,15.09
460752.04,19.55,14.38,355812.35,15.1
461122.75,19.57,14.4,355866.04,15.11
461071.03,19.58,14.41,355877.87,15.11
461019.3,19.59,14.41,355812.43,15.12
460967.58,19.59,14.42,355847.39,15.12
460963.76,19.6,14.43,356443.24,15.16
460934.54,19.61,14.43,356305.2,15.16
461206.95,19.62,14.45,356305.2,15.16
461155.22,19.63,14.46,356305.2,15.17
461480.59,19.65,14.48,356310.07,15.17
461428.86,19.66,14.48,356318.97,15.18
461754.23,19.67,14.5,356305.2,15.18
462132.92,19.69,14.52,357224.03,15.22
462132.92,19.69,14.52,357221.09,15.22
461772.5,19.68,14.51,356578.66,15.2
461768.69,19.69,14.52,356629.32,15.21
461669.05,19.69,14.52,357512.02,15.25
461805.88,19.71,14.54,357512.02,15.26
461754.16,19.71,14.54,357512.02,15.26
462124.87,19.73,14.56,357512.02,15.27
462073.15,19.74,14.57,357534.3,15.27
462021.43,19.75,14.57,357542.17,15.28
461969.7,19.75,14.58,357518.9,15.29
462106.53,19.76,14.59,357538.47,15.29
461915.53,19.76,14.59,357443.77,15.29
462187.94,19.78,14.6,358566.08,15.34
462136.21,19.78,14.61,358566.08,15.35
462273.04,19.79,14.62,358566.08,15.35
461910.6,19.78,14.61,358140.78,15.34
462047.42,19.8,14.62,358140.78,15.34
461995.7,19.8,14.63,358143.41,15.35
461943.98,19.81,14.64,358142.53,15.36
461892.25,19.81,14.64,358140.78,15.36
462029.08,19.83,14.66,358777.29,15.4
462399.8,19.85,14.68,359063.26,15.41
462291.17,19.84,14.67,358953.31,15.41
462239.44,19.85,14.68,358953.31,15.41
462376.27,19.86,14.69,358953.31,15.42
462324.55,19.87,14.7,358953.31,15.43
462596.95,19.89,14.71,358956.5,15.43
462314.1,19.88,14.7,358673.65,15.42
462262.38,19.88,14.71,358673.3,15.43
462210.66,19.89,14.72,358670.46,15.43
462158.93,19.9,14.72,359246.0,15.47
462107.21,19.9,14.73,359155.51,15.47
462055.48,19.91,14.74,359155.51,15.47
462003.76,19.91,14.74,359155.51,15.48
461952.04,19.92,14.75,359163.2,15.49
461900.31,19.93,14.76,359169.63,15.5
461537.87,19.92,14.74,358848.48,15.48
461810.28,19.93,14.76,358855.22,15.49
462180.99,19.95,14.78,358898.13,15.49
462317.82,19.97,14.79,359718.24,15.54
462003.29,19.96,14.78,359378.75,15.52
462355.16,19.98,14.8,359797.0,15.55
462491.98,19.99,14.82,359797.0,15.55
462440.26,20.0,14.82,359797.0,15.56
462154.47,19.99,14.81,359442.76,15.54
462525.19,20.01,14.83,359442.76,15.55
462797.6,20.02,14.85,359467.04,15.55
462745.87,20.03,14.86,359483.95,15.56
462694.15,20.04,14.86,359460.06,15.57
462654.29,20.04,14.87,360385.57,15.61
462590.7,20.05,14.88,360284.57,15.62
462538.98,20.06,14.88,360284.57,15.62
462487.25,20.06,14.89,360284.57,15.63
462435.53,20.07,14.9,360297.94,15.64
462383.8,20.07,14.9,360286.92,15.64
462332.08,20.08,14.91,360327.94,15.65
462280.35,20.09,14.92,360533.85,15.67
462600.67,20.11,14.94,360574.52,15.67
462878.13,20.12,14.95,361018.05,15.7
463150.53,20.14,14.97,361018.05,15.7
463287.36,20.16,14.98,361018.05,15.71
462923.17,20.14,14.97,360715.41,15.7
462871.45,20.15,14.98,360715.41,15.7
462768.0,20.16,14.99,360715.42,15.72
462716.28,20.17,15.0,361104.83,15.74
462612.08,20.17,14.99,360996.05,15.74
462748.9,20.18,15.01,361236.1,15.75
462413.78,20.17,15.0,360994.28,15.75
462093.78,20.16,14.99,360674.28,15.73
461935.23,20.15,14.98,360515.96,15.73
461883.51,20.16,14.99,360524.78,15.73
461831.78,20.17,14.99,360524.78,15.74
462202.5,20.19,15.01,360524.78,15.74
461882.5,20.17,15.0,360204.78,15.73
461669.62,20.17,14.99,359967.72,15.72
461617.89,20.17,15.0,359987.22,15.73
461754.72,20.19,15.01,359982.83,15.74
461891.55,20.2,15.03,359970.63,15.74
462163.95,20.22,15.04,359988.36,15.75
462160.14,20.23,15.05,361259.9,15.81
462249.05,20.24,15.06,361318.2,15.82
462385.88,20.25,15.08,361318.2,15.82
461972.09,20.3,15.13,361318.2,15.88
461613.21,20.29,15.12,360885.26,15.86
461561.48,20.3,15.13,360885.26,15.87
461509.76,20.31,15.13,360885.26,15.88
461458.03,20.31,15.14,360888.28,15.89
461594.86,20.32,15.15,360885.88,15.89
461867.27,20.34,15.17,360887.23,15.9
462004.09,20.36,15.18,361773.72,15.94
462374.81,20.38,15.2,362141.61,15.96
462323.09,20.38,15.21,362141.61,15.97
462271.36,20.39,15.22,362141.61,15.97
462219.64,20.4,15.22,362141.61,15.98
462356.46,20.41,15.24,362149.74,15.99
462304.74,20.42,15.24,362141.61,15.99
462441.57,20.43,15.26,362141.61,16.0
462713.97,20.45,15.28,362868.06,16.04
462850.8,20.46,15.29,363011.65,16.05
462799.07,20.47,15.3,363011.65,16.05
462747.35,20.48,15.3,363011.65,16.06
462695.63,20.48,15.31,363014.89,16.07
462643.9,20.49,15.32,363034.41,16.08
462592.18,20.5,15.32,363025.77,16.08
462540.45,20.5,15.33,363263.01,16.1
462220.45,20.49,15.32,362943.01,16.09
462540.77,20.51,15.34,362981.2,16.1
462629.69,20.52,15.35,363176.7,16.11
462267.24,20.51,15.34,362790.8,16.1
462215.52,20.52,15.34,362790.8,16.1
462163.8,20.52,15.35,362790.8,16.11
462112.07,20.53,15.36,362790.8,16.12
461820.84,20.52,15.35,362537.35,16.11
461648.32,20.52,15.34,362371.83,16.1
461596.6,20.52,15.35,362371.92,16.11
461733.42,20.54,15.36,362372.0,16.12
461319.63,20.59,15.42,362372.0,16.17
461267.9,20.6,15.42,362371.83,16.18
461638.62,20.62,15.45,362371.83,16.18
461638.62,20.62,15.45,362356.46,16.18
461586.9,20.63,15.45,362981.84,16.22
461535.17,20.63,15.46,362981.84,16.23
461672.0,20.65,15.47,362981.84,16.23
461808.83,20.66,15.49,362981.84,16.24
462081.23,20.68,15.51,362987.1,16.24
462029.51,20.68,15.51,362983.29,16.25
461667.07,20.67,15.5,362593.07,16.24
461615.34,20.68,15.51,362597.58,16.24
461986.06,20.7,15.53,363544.46,16.29
461934.34,20.71,15.53,363662.53,16.3
461640.2,20.7,15.52,363395.79,16.29
461588.48,20.7,15.53,363395.79,16.3
461950.63,20.73,15.55,363395.79,16.3
461898.91,20.73,15.56,363401.37,16.31
461536.47,20.72,15.55,363032.15,16.3
461484.74,20.73,15.56,363030.85,16.31
461487.64,20.73,15.56,363052.24,16.31
461849.8,20.75,15.58,363047.96,16.31
461986.62,20.76,15.59,363823.89,16.35
462357.34,20.78,15.61,364021.45,16.36
462305.62,20.79,15.62,364277.84,16.38
462442.44,20.8,15.63,364277.84,16.39
462442.44,20.8,15.63,364272.41,16.39
462099.16,20.79,15.62,364183.16,16.39
462371.57,20.81,15.64,364183.16,16.39
462319.84,20.82,15.65,364183.16,16.4
462690.56,20.84,15.67,364194.02,16.4
462638.84,20.85,15.67,364188.74,16.41
462587.11,20.85,15.68,364225.68,16.42
462735.81,20.87,15.7,365327.91,16.48
462701.27,20.88,15.7,365321.44,16.48
462838.1,20.89,15.72,365321.44,16.49
462786.38,20.9,15.72,365321.44,16.5
462734.65,20.9,15.73,365321.44,16.5
462682.93,20.91,15.74,365322.7,16.51
462488.8,20.9,15.73,365080.3,16.5
462151.71,20.89,15.72,364759.22,16.49
462288.53,20.91,15.73,364758.07,16.5
462425.36,20.92,15.75,364757.96,16.5
462373.64,20.93,15.76,365393.17,16.54
462321.91,20.93,15.76,365303.83,16.54
462594.32,20.95,15.78,365303.83,16.55
462542.59,20.96,15.79,365303.83,16.55
462679.42,20.97,15.8,365308.09,16.56
462627.7,20.98,15.81,365303.85,16.57
462627.7,20.98,15.81,365319.92,16.57
462998.41,21.0,15.83,365319.9,16.57
463135.24,21.02,15.84,365961.55,16.61
462976.69,21.01,15.84,365803.69,16.6
462682.56,21.0,15.83,365573.39,16.59
462630.84,21.01,15.84,365687.66,16.61
462630.84,21.01,15.84,365735.11,16.61
462579.11,21.02,15.84,365935.76,16.62
462527.39,21.02,15.85,365935.76,16.63
462664.21,21.04,15.86,365935.76,16.64
462612.49,21.04,15.87,365935.76,16.65
462307.03,21.03,15.86,365585.13,16.63
462255.3,21.04,15.87,365594.82,16.64
462258.2,21.04,15.87,365596.83,16.64
462395.03,21.05,15.88,365587.8,16.65
462032.29,21.04,15.87,365239.51,16.63
461980.57,21.05,15.88,365238.87,16.64
462117.39,21.06,15.89,365238.87,16.65
462065.67,21.07,15.9,365807.07,16.68
462013.95,21.08,15.91,365807.07,16.69
461962.22,21.09,15.91,365807.07,16.7
462099.05,21.1,15.93,365807.07,16.7
461746.61,21.09,15.92,365629.69,16.7
461694.88,21.1,15.92,365639.75,16.71
462065.6,21.12,15.94,365639.52,16.71
462013.88,21.12,15.95,365630.27,16.72
462286.28,21.14,15.97,366504.7,16.76
462234.56,21.15,15.98,366534.31,16.77
462182.83,21.16,15.98,366534.31,16.78
462319.66,21.17,16.0,366534.31,16.79
461957.22,21.16,15.99,366179.16,16.77
461905.49,21.17,15.99,366217.09,16.78
462276.21,21.19,16.02,366235.19,16.79
462413.04,21.2,16.03,366187.53,16.79
462361.31,21.21,16.04,366755.24,16.82
462321.46,21.22,16.05,366761.26,16.83
462286.93,21.23,16.05,366944.99,16.85
461898.32,21.21,16.04,366619.16,16.84
462269.04,21.23,16.06,366619.16,16.84
462405.87,21.25,16.08,366619.16,16.85
462678.27,21.27,16.09,366619.16,16.85
462815.1,21.28,16.11,366626.47,16.86
462611.76,21.27,16.1,366458.93,16.85
462560.03,21.28,16.11,366459.74,16.86
462508.31,21.29,16.12,366454.12,16.87
462456.58,21.3,16.12,367434.6,16.92
462404.86,21.3,16.13,367558.72,16.93
461991.07,21.36,16.19,367558.72,17.0
462263.47,21.38,16.21,367558.72,17.0
462400.3,21.4,16.22,367558.72,17.01
462348.58,21.4,16.23,367558.72,17.02
462296.85,21.41,16.24,367567.44,17.02
462245.13,21.42,16.25,367558.81,17.03
462381.95,21.43,16.26,367558.97,17.04
462330.23,21.44,16.27,368268.13,17.08
462278.5,21.45,16.28,368239.67,17.09
462226.78,21.46,16.28,368239.67,17.09
461864.34,21.44,16.27,367843.52,17.08
461812.61,21.45,16.28,367843.52,17.09
461760.89,21.46,16.29,367843.98,17.1
462139.58,21.48,16.31,367843.52,17.1
462276.4,21.5,16.32,367843.52,17.11
462224.68,21.5,16.33,368127.78,17.13
462172.96,21.51,16.34,368012.18,17.13
462121.23,21.52,16.35,368387.61,17.15
462069.51,21.53,16.35,368387.61,17.16
462017.78,21.53,16.36,368387.61,17.17
461966.06,21.54,16.37,368396.39,17.18
461914.34,21.55,16.38,368392.76,17.19
461862.61,21.56,16.38,368429.16,17.2
462003.93,21.57,16.4,369460.2,17.25
461952.21,21.58,16.41,369460.2,17.26
462189.07,21.6,16.43,368985.4,17.25
461655.72,21.59,16.42,368387.61,17.23
461295.3,21.58,16.4,368101.44,17.22
461567.71,21.6,16.42,368101.44,17.22
461840.12,21.61,16.44,368229.58,17.23
461788.39,21.62,16.45,368215.56,17.24
462060.8,21.64,16.47,368157.53,17.24
462060.8,21.64,16.47,368156.55,17.24
463027.45,21.7,16.52,370734.08,17.37
463523.23,21.72,16.55,370690.46,17.37
463893.95,21.75,16.57,370690.46,17.38
463842.23,21.75,16.58,370690.46,17.39
463790.5,21.76,16.59,370690.46,17.39
463927.33,21.78,16.6,370711.46,17.4
463875.6,21.79,16.61,370690.95,17.41
463523.16,21.77,16.6,370691.35,17.41
463659.99,21.79,16.62,371144.58,17.44
463608.26,21.8,16.62,371202.07,17.45
463556.54,21.8,16.63,371119.98,17.46
463504.82,21.81,16.64,371119.98,17.46
463777.22,21.83,16.66,371119.98,17.47
463914.05,21.85,16.67,371119.98,17.48
463916.95,21.85,16.67,371137.27,17.48
463622.82,21.84,16.66,370925.57,17.47
463895.22,21.85,16.68,370946.75,17.48
463843.5,21.86,16.69,370928.68,17.48
463791.78,21.87,16.7,370925.57,17.49
463740.05,21.88,16.71,371792.04,17.54
463688.33,21.89,16.71,371716.09,17.55
463636.6,21.89,16.72,371716.09,17.55
463773.43,21.91,16.74,371716.09,17.56
464144.15,21.93,16.76,371716.09,17.56
464148.5,21.93,16.76,371738.43,17.57
464096.77,21.94,16.77,371743.29,17.57
464045.05,21.95,16.77,371744.44,17.58
463993.33,21.96,16.78,371738.43,17.59
463941.6,21.96,16.79,372301.44,17.62
463918.94,21.97,16.8,372344.37,17.64
463538.88,21.96,16.79,371998.43,17.62
463675.71,21.97,16.8,371998.43,17.63
463623.99,21.98,16.81,371998.43,17.64
463760.81,22.0,16.82,371998.43,17.64
463709.09,22.01,16.83,371998.43,17.65
464034.45,22.03,16.85,371999.16,17.66
463982.73,22.03,16.86,371998.43,17.67
463931.0,22.04,16.87,372743.34,17.71
463726.87,22.04,16.86,372531.9,17.7
463675.15,22.04,16.87,372526.98,17.71
463623.43,22.05,16.88,372527.49,17.72
463571.7,22.06,16.89,372527.02,17.73
463519.98,22.07,16.9,372526.98,17.74
463656.8,22.08,16.91,372527.01,17.74
463605.08,22.09,16.92,372563.51,17.75
463553.36,22.1,16.93,372528.45,17.76
463501.63,22.11,16.93,372840.13,17.78
463880.32,22.13,16.96,373081.19,17.8
463828.6,22.14,16.97,373081.19,17.81
463776.87,22.15,16.97,373081.19,17.82
463913.7,22.16,16.99,373081.41,17.82
463808.05,22.16,16.98,372976.29,17.82
463944.87,22.17,17.0,372976.12,17.82
463893.15,22.18,17.01,372976.29,17.83
