ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_97c4-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_97c4-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_ratio,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_97c4-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-origin_q124,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_97c4-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-bellman_milli,ow_gpushare100-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_97c4-policy_GpuClustering1000desharemdf591-de_share-gs_best-scmd_f591-bellman_ratio
1111958.55,58.08,44.52,973573.71,50.85
1112010.08,58.11,44.54,975150.29,50.96
1111774.1,58.11,44.55,974927.5,50.96
1111825.63,58.14,44.57,974927.28,50.98
1111877.16,58.17,44.6,974926.91,51.0
1112037.48,58.19,44.62,974926.91,51.01
1111801.5,58.19,44.63,974926.91,51.03
1111967.4,58.21,44.65,974970.66,51.04
1112018.93,58.24,44.68,974979.7,51.06
1112018.93,58.24,44.68,974944.34,51.06
1111782.41,58.24,44.67,974610.02,51.05
1111833.94,58.27,44.7,974665.9,51.08
1111820.91,58.27,44.71,974557.23,51.08
1111504.25,58.27,44.7,974239.9,51.07
1111305.71,58.26,44.7,974995.07,51.12
1111357.24,58.29,44.72,975319.16,51.15
1111408.77,58.32,44.75,975507.66,51.19
1111607.05,58.35,44.78,975507.07,51.2
1111658.58,58.37,44.81,975507.07,51.22
1111818.9,58.4,44.83,975507.07,51.24
1111592.92,58.4,44.83,975526.01,51.25
1111592.92,58.4,44.83,975573.36,51.25
1111758.82,58.42,44.85,975556.28,51.26
1111810.35,58.45,44.88,975554.42,51.29
1111578.79,58.45,44.88,975554.42,51.3
1111630.32,58.48,44.91,976321.4,51.36
1111318.17,58.47,44.91,976015.02,51.35
1111318.17,58.47,44.91,976035.08,51.35
1111478.48,58.49,44.93,976035.95,51.37
1111242.5,58.5,44.93,975911.55,51.37
1111396.77,58.53,44.96,976382.38,51.42
1111396.77,58.53,44.96,976335.1,51.41
1111136.84,58.52,44.95,976373.46,51.42
1111188.37,58.55,44.98,976373.23,51.45
1110914.43,58.55,44.98,976078.23,51.44
1111074.75,58.57,45.0,976077.86,51.45
1111126.28,58.6,45.03,976077.86,51.47
1111126.28,58.6,45.03,976127.06,51.48
1111177.81,58.62,45.06,976127.06,51.5
1111229.34,58.65,45.09,976127.06,51.52
1111212.58,58.66,45.09,976305.54,51.54
1111264.11,58.69,45.12,976465.63,51.57
1111264.11,58.69,45.12,976425.23,51.56
1111424.43,58.71,45.14,976340.57,51.57
1111475.96,58.74,45.17,976919.55,51.63
1111674.24,58.77,45.2,976918.96,51.64
1111517.05,58.76,45.2,976766.7,51.64
1111517.05,58.76,45.2,976809.78,51.64
1111281.07,58.76,45.2,977431.85,51.69
1111037.12,58.76,45.19,977431.85,51.69
1111206.52,58.78,45.21,977436.28,51.7
1111258.05,58.81,45.24,977434.9,51.73
1111159.89,58.82,45.25,977435.82,51.74
1111211.42,58.85,45.28,977438.35,51.76
1111211.42,58.85,45.28,977417.1,51.76
1111401.44,58.87,45.3,977623.56,51.78
1110756.87,58.85,45.29,976973.66,51.76
1110808.4,58.88,45.31,977127.25,51.79
1110609.17,58.88,45.31,976759.72,51.78
1110441.12,58.88,45.32,976687.89,51.79
1110492.65,58.91,45.34,977042.0,51.83
1110652.97,58.93,45.37,977133.06,51.85
1110416.99,58.94,45.37,977665.42,51.89
1110416.99,58.94,45.37,977687.61,51.89
1110572.93,58.96,45.39,977688.5,51.9
1110624.46,58.98,45.42,977688.31,51.92
1110624.46,58.98,45.42,977660.15,51.92
1110606.22,58.99,45.43,977658.84,51.93
1110766.54,59.02,45.45,977658.84,51.94
1110818.07,59.04,45.48,977658.84,51.97
1110554.71,59.04,45.47,977718.07,51.98
1110554.71,59.04,45.47,977661.81,51.98
1110318.73,59.04,45.48,977628.42,51.99
1110370.26,59.07,45.5,977640.44,52.01
1110370.26,59.07,45.5,977670.59,52.01
1110524.52,59.1,45.53,977632.74,52.03
1110364.59,59.1,45.53,978435.24,52.08
1110530.49,59.12,45.55,978174.37,52.07
1110517.46,59.13,45.56,977710.23,52.06
1110407.46,59.13,45.56,977601.88,52.05
1110567.78,59.15,45.58,978909.04,52.14
1110619.31,59.18,45.61,978908.82,52.16
1110670.84,59.21,45.64,978908.45,52.18
1110722.37,59.23,45.67,978908.45,52.2
1110496.39,59.24,45.67,978599.78,52.2
1110665.78,59.26,45.69,978599.78,52.21
1110567.63,59.26,45.7,978673.31,52.23
1110567.63,59.26,45.7,978630.78,52.22
1110733.53,59.29,45.72,978615.08,52.24
1110644.73,59.29,45.73,978557.25,52.24
1110696.26,59.32,45.76,979082.36,52.29
1110856.58,59.35,45.78,979505.71,52.33
1110856.58,59.35,45.78,979618.6,52.33
1110620.59,59.35,45.78,979447.73,52.34
1110620.59,59.35,45.78,979319.37,52.33
1110780.91,59.37,45.8,980058.87,52.38
1110832.44,59.4,45.83,980058.64,52.41
1110986.71,59.43,45.86,980058.27,52.42
1111038.24,59.46,45.89,980058.27,52.45
1110848.12,59.45,45.89,979912.28,52.45
1110612.14,59.46,45.89,979688.91,52.45
1110663.67,59.48,45.92,979688.91,52.47
1110715.2,59.51,45.95,979688.91,52.49
1110455.28,59.51,45.94,979908.1,52.51
1110506.81,59.54,45.97,980129.2,52.55
1110716.58,59.56,45.99,979950.25,52.55
1110730.61,59.56,45.99,979952.81,52.55
1110673.71,59.57,46.0,980928.65,52.61
1110673.71,59.57,46.0,980868.07,52.61
1110673.71,59.57,46.0,981011.47,52.61
1110673.71,59.57,46.0,981076.55,52.62
1110725.24,59.6,46.03,981251.3,52.65
1110725.24,59.6,46.03,981244.85,52.65
1110618.05,59.6,46.03,981141.88,52.65
1110787.44,59.61,46.05,981141.29,52.66
1110787.44,59.61,46.05,981101.38,52.65
1110689.28,59.62,46.06,981101.38,52.67
1110740.81,59.65,46.09,981101.38,52.69
1110423.74,59.65,46.08,980784.05,52.68
1110584.05,59.67,46.1,980784.05,52.7
1110584.05,59.67,46.1,980834.47,52.7
1110338.07,59.67,46.11,980834.47,52.71
1110389.6,59.7,46.13,980941.14,52.74
1110389.6,59.7,46.13,980941.14,52.74
1110441.13,59.73,46.16,981011.77,52.77
1110492.66,59.76,46.19,981201.43,52.8
1110652.98,59.78,46.22,981131.69,52.81
1110417.0,59.79,46.22,980834.47,52.81
1110586.4,59.8,46.24,982241.71,52.89
1110579.55,59.81,46.25,982011.41,52.89
1110579.55,59.81,46.25,982011.41,52.89
1110579.55,59.81,46.25,982011.41,52.89
1110596.69,59.82,46.25,982014.02,52.89
1110648.22,59.84,46.28,982013.8,52.91
1110802.48,59.87,46.31,982013.43,52.93
1111033.34,59.9,46.34,982013.43,52.95
1111193.66,59.93,46.36,982139.74,52.97
1110957.68,59.93,46.36,982092.74,52.98
1111118.0,59.95,46.39,982090.41,52.99
1111272.26,59.98,46.42,982048.86,53.01
1111063.73,59.98,46.41,981698.88,53.0
1110827.75,59.98,46.42,983563.17,53.11
1110879.28,60.01,46.44,983377.95,53.12
1111205.37,60.04,46.48,983718.64,53.16
1111256.9,60.07,46.51,983718.42,53.18
1111308.43,60.1,46.54,983718.04,53.2
1111359.96,60.13,46.56,983718.04,53.22
1111590.82,60.16,46.6,983718.04,53.24
1111422.61,60.16,46.59,983747.71,53.25
1111653.46,60.19,46.62,983907.91,53.27
1111807.73,60.22,46.65,984039.32,53.3
1111859.26,60.25,46.68,984439.18,53.34
1111910.79,60.28,46.71,985241.13,53.41
1111962.32,60.31,46.74,985240.91,53.43
1112013.85,60.34,46.77,985240.54,53.46
1111856.66,60.33,46.77,985083.34,53.45
1112016.97,60.36,46.79,985083.34,53.47
1112068.5,60.39,46.82,985083.34,53.49
1112120.03,60.42,46.85,985083.34,53.52
1112171.56,60.45,46.88,985738.24,53.57
1112191.21,60.45,46.88,985758.62,53.58
1112088.42,60.45,46.89,985510.76,53.57
1112139.95,60.48,46.92,985406.78,53.59
1112294.22,60.51,46.95,985715.28,53.63
1112448.48,60.54,46.98,985714.68,53.65
1112188.56,60.54,46.97,985947.09,53.67
1112188.56,60.54,46.97,985900.05,53.66
1112188.56,60.54,46.97,985900.05,53.66
1112342.82,60.57,47.0,985900.05,53.68
1112394.35,60.6,47.03,985900.05,53.71
1112445.88,60.63,47.06,985900.05,53.73
1112497.41,60.66,47.09,986230.1,53.77
1112548.94,60.69,47.12,986511.32,53.81
1112600.47,60.72,47.15,986961.56,53.86
1112364.49,60.72,47.15,987188.32,53.89
1112524.81,60.74,47.18,987408.82,53.91
1112264.88,60.74,47.17,987538.35,53.93
1112316.41,60.77,47.2,987499.85,53.95
1112316.41,60.77,47.2,987499.85,53.95
1112367.94,60.8,47.23,987482.2,53.97
1112081.42,60.8,47.23,986854.0,53.95
1111845.44,60.8,47.23,986756.5,53.96
1111896.97,60.83,47.26,986743.51,53.98
1111948.5,60.86,47.29,986736.16,54.01
1111968.44,60.86,47.29,986801.28,54.01
1111731.92,60.86,47.29,986714.63,54.01
1111783.45,60.89,47.32,986708.02,54.04
1111834.98,60.92,47.35,986708.02,54.06
1111886.51,60.95,47.38,988122.72,54.16
1111616.59,60.94,47.38,988229.69,54.18
1111814.86,60.97,47.41,988252.94,54.2
1111980.77,61.0,47.43,988252.34,54.21
1111749.2,61.0,47.43,988252.34,54.22
1111800.73,61.03,47.46,988252.34,54.25
1111852.26,61.06,47.49,988252.34,54.27
1111903.79,61.09,47.52,988356.99,54.3
1112064.11,61.12,47.55,988314.49,54.31
1112115.64,61.15,47.58,988389.21,54.34
1111855.71,61.14,47.58,988118.77,54.34
1111907.24,61.17,47.61,988329.44,54.37
1111797.24,61.17,47.6,988219.44,54.37
1111561.26,61.17,47.61,987871.91,54.37
1111561.26,61.17,47.61,987871.91,54.37
1111317.32,61.17,47.6,987640.34,54.36
1111483.22,61.19,47.63,989014.27,54.45
1111251.66,61.2,47.63,988784.88,54.45
1111303.19,61.23,47.66,988784.65,54.48
1111463.5,61.25,47.69,988784.28,54.49
1111227.52,61.26,47.69,988784.28,54.51
1111279.05,61.29,47.72,988784.28,54.53
1111439.37,61.31,47.74,988946.72,54.55
1111203.39,61.31,47.75,988901.63,54.56
1111254.92,61.34,47.78,988890.82,54.59
1111254.92,61.34,47.78,988890.82,54.59
1111415.24,61.37,47.8,988809.95,54.6
1111179.26,61.37,47.8,988893.24,54.62
1111230.79,61.4,47.84,990000.87,54.7
1111282.32,61.43,47.87,989905.49,54.72
1111513.18,61.46,47.9,989904.89,54.74
1111513.18,61.46,47.9,989904.89,54.74
1111527.21,61.46,47.9,989910.21,54.74
1111578.74,61.49,47.93,989910.21,54.76
1111578.74,61.49,47.93,990103.64,54.77
1111630.27,61.52,47.96,990103.64,54.8
1111476.51,61.52,47.96,990113.99,54.81
1111636.83,61.55,47.98,990115.58,54.82
1111791.1,61.58,48.01,990109.86,54.84
1111531.17,61.58,48.01,990103.64,54.85
1111582.7,61.61,48.04,990750.38,54.91
1111634.23,61.64,48.07,991024.43,54.95
1111685.76,61.67,48.1,991425.56,55.0
1111840.02,61.7,48.13,991424.96,55.02
1111891.55,61.73,48.16,991424.96,55.04
1111943.08,61.76,48.19,991424.96,55.07
1111994.61,61.79,48.22,991424.96,55.09
1111905.53,61.8,48.23,991275.39,55.09
1111957.06,61.83,48.26,991275.39,55.12
1112008.59,61.86,48.29,992100.29,55.19
1112060.12,61.89,48.32,992495.18,55.23
1112290.98,61.92,48.35,992671.29,55.26
1112521.84,61.95,48.39,992670.69,55.28
1112351.91,61.95,48.38,992868.74,55.3
1112506.18,61.98,48.42,992868.74,55.32
1112269.65,61.98,48.41,992557.13,55.31
1112429.97,62.0,48.44,992586.48,55.33
1112193.99,62.01,48.44,992581.31,55.34
1112245.52,62.04,48.47,992636.45,55.37
1112297.05,62.07,48.5,992701.64,55.4
1112037.12,62.07,48.5,992557.13,55.4
1112088.65,62.1,48.53,992557.13,55.42
1112140.18,62.13,48.56,993656.58,55.51
1112294.45,62.16,48.59,994048.78,55.55
1112124.52,62.16,48.59,993573.97,55.53
1112138.56,62.16,48.59,993576.55,55.53
1112138.56,62.16,48.59,993756.21,55.54
1112190.09,62.19,48.62,993755.99,55.57
1112241.62,62.22,48.65,993755.62,55.59
1112005.1,62.22,48.65,993835.49,55.61
1112159.36,62.25,48.68,993835.49,55.63
1112210.89,62.28,48.71,993835.49,55.65
1111950.96,62.28,48.71,993945.82,55.67
1111950.96,62.28,48.71,993898.2,55.67
1111950.96,62.28,48.71,993938.25,55.67
1111950.96,62.28,48.71,993938.25,55.67
1111738.2,62.27,48.71,993732.17,55.66
1111898.51,62.3,48.73,993678.76,55.68
1111881.76,62.31,48.74,993621.84,55.68
1112042.08,62.33,48.77,993621.84,55.69
1111806.1,62.33,48.77,993622.56,55.71
1111966.42,62.36,48.79,994555.3,55.78
1111966.42,62.36,48.79,994526.22,55.77
1111730.44,62.36,48.8,993668.02,55.74
1111781.97,62.39,48.83,994599.9,55.82
1111781.97,62.39,48.83,994720.9,55.82
1111947.87,62.42,48.85,994720.31,55.84
1111716.3,62.42,48.86,994720.31,55.85
1111767.83,62.45,48.89,994720.31,55.88
1111937.23,62.48,48.91,994762.26,55.89
1111988.76,62.51,48.94,994765.24,55.92
1111981.91,62.52,48.95,994730.37,55.93
1112033.44,62.55,48.98,994725.86,55.95
1112264.3,62.58,49.02,995515.43,56.01
1112006.09,62.58,49.01,994926.23,55.99
1112025.29,62.58,49.01,994978.64,55.99
1112076.82,62.61,49.04,995257.24,56.03
1112128.35,62.64,49.08,995797.75,56.09
1112288.67,62.67,49.1,995797.75,56.1
1112486.95,62.7,49.13,995797.75,56.12
1112250.43,62.7,49.13,995950.34,56.14
1112250.43,62.7,49.13,995950.34,56.14
1112006.49,62.7,49.13,995950.34,56.15
1112237.35,62.73,49.16,995950.34,56.17
1112001.37,62.73,49.16,995950.34,56.18
1112161.68,62.76,49.19,995950.34,56.2
1111925.7,62.76,49.19,995950.34,56.21
1112079.97,62.79,49.23,996206.19,56.25
1111820.04,62.79,49.22,995985.56,56.25
1111620.81,62.78,49.22,995965.23,56.25
1111781.13,62.81,49.24,995992.89,56.27
1111544.61,62.81,49.24,995930.02,56.28
1111596.14,62.84,49.27,996650.78,56.34
1111647.67,62.87,49.31,996900.5,56.38
1111558.59,62.88,49.31,996745.6,56.38
1111718.9,62.9,49.34,996745.39,56.4
1111629.82,62.91,49.34,996745.0,56.41
1111318.17,62.9,49.34,996427.68,56.4
1111105.41,62.9,49.33,996435.52,56.41
1111261.34,62.92,49.36,996448.4,56.42
1111156.94,62.93,49.37,996435.52,56.43
1111317.25,62.96,49.39,996544.31,56.46
1111081.27,62.96,49.39,996696.56,56.48
1111132.8,62.99,49.43,996435.52,56.49
1111132.8,62.99,49.43,996435.52,56.49
1111184.33,63.02,49.46,996435.52,56.52
1111344.65,63.05,49.48,997727.77,56.6
1111327.9,63.06,49.49,998132.09,56.64
1111327.9,63.06,49.49,998132.09,56.64
1111940.0,63.11,49.54,998663.45,56.68
1111940.0,63.11,49.54,998663.45,56.68
1111700.44,63.12,49.56,998200.61,56.68
1111860.76,63.15,49.58,998200.41,56.7
1111912.29,63.18,49.62,998200.02,56.72
1111700.72,63.18,49.62,997974.92,56.72
1111611.63,63.19,49.62,997974.92,56.73
1111663.16,63.22,49.65,997974.92,56.76
1111714.69,63.25,49.69,997974.92,56.78
1111875.01,63.28,49.71,998082.5,56.8
1111639.03,63.28,49.72,998036.65,56.82
1111690.56,63.31,49.75,998095.81,56.84
1111690.56,63.31,49.75,998095.81,56.84
1111690.56,63.31,49.75,998095.81,56.84
1111533.37,63.31,49.75,997943.68,56.84
1111546.96,63.31,49.75,997949.12,56.84
1111598.49,63.34,49.78,998206.63,56.88
1111752.76,63.38,49.81,999324.9,56.97
1111752.76,63.38,49.81,999324.9,56.97
1111913.07,63.4,49.84,999324.69,56.98
1111964.6,63.43,49.87,999324.3,57.01
1111964.6,63.43,49.87,999324.3,57.01
1112016.13,63.47,49.9,999324.3,57.04
1111780.15,63.47,49.9,999324.3,57.05
1111940.47,63.5,49.93,999486.75,57.08
1111704.49,63.5,49.93,999485.36,57.09
1111864.81,63.53,49.96,999593.57,57.11
1111574.88,63.52,49.96,999306.83,57.11
1111558.13,63.53,49.96,999179.13,57.11
1111400.93,63.53,49.96,999027.21,57.1
1111631.79,63.56,49.99,1000041.05,57.18
1111422.56,63.56,49.99,999418.79,57.15
1111422.56,63.56,49.99,999418.79,57.15
1111824.0,63.6,50.03,1000061.65,57.2
1111824.0,63.6,50.03,1000061.65,57.2
1111666.81,63.59,50.03,999909.39,57.2
1112131.03,63.64,50.07,1000810.58,57.27
1112295.94,63.66,50.09,1000812.29,57.28
1112185.94,63.66,50.09,1000702.29,57.28
1112135.94,63.66,50.09,1000652.29,57.27
1112187.47,63.69,50.12,1000652.37,57.3
1112245.27,63.7,50.13,1000654.29,57.31
1112099.66,63.7,50.13,1000651.63,57.32
1112151.19,63.73,50.17,1000650.52,57.34
1112311.51,63.76,50.19,1000650.09,57.36
1112363.04,63.79,50.22,1000650.31,57.38
1112127.06,63.79,50.23,1000649.99,57.4
1112296.45,63.82,50.25,1001332.82,57.45
1112289.61,63.83,50.26,1001128.13,57.45
1112031.4,63.82,50.26,1000693.44,57.43
1112229.67,63.86,50.29,1001912.07,57.52
1112281.21,63.89,50.32,1002023.42,57.56
1112037.26,63.89,50.32,1001666.37,57.55
1112203.17,63.91,50.35,1001665.78,57.56
1111971.6,63.92,50.35,1001665.78,57.58
1112131.92,63.94,50.38,1001665.78,57.59
1112183.45,63.98,50.41,1001720.59,57.62
1112234.98,64.01,50.44,1001708.96,57.65
1111999.0,64.01,50.45,1001679.61,57.66
1112159.32,64.04,50.47,1001692.97,57.68
1112070.23,64.05,50.48,1001665.78,57.69
1112070.23,64.05,50.48,1001665.78,57.69
1112236.13,64.07,50.51,1002500.07,57.75
1112236.13,64.07,50.51,1002500.07,57.75
1112390.4,64.11,50.54,1002630.44,57.78
1112441.93,64.14,50.57,1002921.86,57.82
1112493.46,64.17,50.61,1002921.63,57.85
1112493.46,64.17,50.61,1002921.63,57.85
1112261.89,64.18,50.61,1002735.67,57.86
1112492.75,64.21,50.64,1002735.3,57.87
1112647.02,64.24,50.68,1002735.3,57.9
1112698.55,64.28,50.71,1002902.23,57.93
1112750.08,64.31,50.74,1003043.92,57.97
1112801.61,64.34,50.78,1003315.99,58.01
1112853.14,64.38,50.81,1003722.86,58.06
1112683.21,64.37,50.81,1003750.38,58.07
1112734.74,64.41,50.84,1004158.72,58.12
1112786.27,64.44,50.87,1004158.49,58.15
1112526.34,64.44,50.87,1003862.29,58.14
1112577.87,64.47,50.9,1003861.92,58.17
1112577.87,64.47,50.9,1003834.71,58.17
1112424.12,64.47,50.9,1004096.36,58.19
1112584.43,64.5,50.93,1004096.36,58.21
1112358.45,64.5,50.93,1004096.36,58.22
1112409.98,64.53,50.97,1004098.17,58.25
1112101.26,64.53,50.96,1003793.2,58.24
1112270.65,64.55,50.98,1003791.39,58.25
1112322.18,64.58,51.02,1003791.39,58.28
1112224.02,64.6,51.03,1004554.99,58.34
1112275.55,64.63,51.06,1004942.2,58.39
1112327.08,64.66,51.1,1005179.22,58.43
1112327.08,64.66,51.1,1005304.54,58.44
1112378.61,64.7,51.13,1005304.31,58.47
1112378.61,64.7,51.13,1005282.11,58.47
1112392.94,64.7,51.13,1005284.69,58.47
1112623.8,64.73,51.16,1005284.32,58.49
1112778.07,64.76,51.2,1005284.32,58.51
1112518.14,64.76,51.19,1005307.41,58.52
1112364.38,64.76,51.19,1005286.27,58.53
1112364.38,64.76,51.19,1005302.2,58.53
1112524.7,64.79,51.22,1005300.24,58.54
1112288.72,64.79,51.23,1005727.08,58.58
1112288.72,64.79,51.23,1005777.42,58.59
1112519.58,64.83,51.26,1005439.29,58.59
1112571.11,64.86,51.29,1005372.46,58.61
1112731.42,64.89,51.32,1005450.05,58.63
1112782.95,64.92,51.35,1006910.95,58.74
1112546.97,64.92,51.36,1006670.63,58.75
1112416.11,64.93,51.36,1006510.58,58.74
1112467.64,64.96,51.39,1006510.36,58.77
1112665.92,64.99,51.43,1006509.98,58.79
1112421.98,64.99,51.42,1006509.98,58.8
1112582.29,65.02,51.45,1006524.96,58.82
1112346.31,65.02,51.46,1006519.38,58.84
1112577.17,65.06,51.49,1006509.98,58.85
1112628.7,65.09,51.52,1006509.98,58.88
1112628.7,65.09,51.52,1006473.8,58.88
1112415.94,65.09,51.52,1006401.12,58.88
1112576.25,65.11,51.55,1007015.37,58.94
1112730.52,65.15,51.58,1007287.32,58.97
1112782.05,65.18,51.62,1007788.51,59.03
1112556.07,65.19,51.62,1007539.69,59.03
1112710.33,65.22,51.65,1007539.09,59.06
1112761.86,65.25,51.69,1007539.09,59.08
1112922.18,65.28,51.72,1007539.09,59.1
1112662.25,65.28,51.71,1007585.58,59.11
1112425.73,65.28,51.71,1007269.24,59.11
1112425.73,65.28,51.71,1007309.83,59.11
1112425.73,65.28,51.71,1007386.56,59.11
1112255.8,65.28,51.71,1007443.72,59.12
1112019.82,65.28,51.71,1007457.36,59.14
1112174.09,65.31,51.75,1007574.45,59.17
1112225.62,65.35,51.78,1007617.71,59.2
1112115.62,65.35,51.78,1007507.71,59.2
1112115.62,65.35,51.78,1007477.64,59.2
1112167.15,65.38,51.81,1007599.22,59.23
1112321.41,65.41,51.85,1007872.39,59.27
1112061.49,65.41,51.84,1008329.87,59.31
1112113.02,65.44,51.88,1008210.04,59.33
1112273.33,65.47,51.91,1008209.83,59.35
1112324.86,65.51,51.94,1008209.44,59.38
1112154.94,65.51,51.94,1008332.62,59.39
1112154.94,65.51,51.94,1008463.81,59.4
1112206.47,65.54,51.97,1008463.81,59.43
1112258.0,65.57,52.01,1008463.81,59.45
1112309.53,65.61,52.04,1008463.81,59.48
1112083.55,65.61,52.05,1008678.52,59.51
1112243.86,65.64,52.07,1008600.68,59.52
1112398.13,65.68,52.11,1008708.7,59.55
1112449.66,65.71,52.14,1009958.67,59.66
1112213.68,65.71,52.15,1009775.62,59.66
1112265.21,65.75,52.18,1009775.39,59.69
1112270.82,65.75,52.18,1009777.81,59.69
1112431.14,65.78,52.21,1009777.43,59.71
1112585.4,65.81,52.24,1009777.43,59.73
1112325.48,65.81,52.24,1009450.0,59.72
1112556.33,65.84,52.28,1009576.31,59.75
1112320.35,65.85,52.28,1009562.32,59.76
1112371.88,65.88,52.32,1009609.27,59.8
1112423.41,65.92,52.35,1009751.67,59.83
1112106.34,65.91,52.34,1009443.78,59.83
1112260.6,65.94,52.38,1009587.89,59.86
1112414.87,65.98,52.41,1011141.61,59.97
1112569.13,66.01,52.45,1011141.01,60.0
1112399.2,66.01,52.45,1010920.31,59.99
1112410.43,66.01,52.45,1010957.31,59.99
1112570.75,66.04,52.48,1010957.31,60.01
1112622.28,66.08,52.51,1010957.31,60.04
1112673.81,66.11,52.55,1010957.31,60.07
1112447.83,66.12,52.55,1010957.31,60.08
1112608.15,66.14,52.58,1010957.31,60.1
1112372.17,66.15,52.58,1011184.0,60.13
1112526.43,66.18,52.62,1012092.64,60.21
1112577.96,66.22,52.65,1012077.3,60.24
1112629.49,66.25,52.69,1012137.35,60.27
1112681.02,66.29,52.72,1012137.12,60.3
1112841.34,66.32,52.75,1012136.75,60.32
1112892.87,66.35,52.79,1012136.75,60.34
1112735.68,66.35,52.78,1011984.22,60.34
1112475.75,66.35,52.78,1012022.07,60.35
1112527.28,66.38,52.81,1012022.07,60.38
1112267.35,66.38,52.81,1011740.14,60.38
1112318.88,66.41,52.85,1011740.14,60.41
1112082.9,66.42,52.85,1012049.22,60.44
1112082.9,66.42,52.85,1012049.22,60.44
1112243.22,66.45,52.88,1011977.75,60.46
1112397.48,66.48,52.91,1012008.39,60.48
1112137.56,66.48,52.91,1011404.64,60.46
1111901.58,66.48,52.92,1011219.47,60.46
1111953.11,66.52,52.95,1012486.46,60.57
1111953.11,66.52,52.95,1012486.46,60.57
1111693.18,66.52,52.95,1012512.85,60.58
1111853.49,66.54,52.98,1012512.64,60.6
1111617.51,66.55,52.98,1012512.25,60.61
1111380.99,66.55,52.98,1012236.92,60.61
1111432.52,66.58,53.02,1012236.92,60.64
1111592.84,66.61,53.04,1012236.92,60.66
1111356.86,66.61,53.05,1012412.79,60.68
1111408.39,66.65,53.08,1012354.27,60.71
1111148.46,66.65,53.08,1012061.81,60.7
1111148.46,66.65,53.08,1012061.81,60.7
1111199.99,66.68,53.12,1012051.0,60.73
1111360.31,66.71,53.15,1011970.13,60.75
1111124.33,66.72,53.15,1012046.91,60.77
1111124.33,66.72,53.15,1012046.91,60.77
1111284.65,66.74,53.18,1013315.89,60.86
1111336.18,66.78,53.21,1013213.77,60.88
1111387.71,66.82,53.25,1013213.55,60.91
1111298.62,66.82,53.26,1013077.25,60.92
1111468.02,66.85,53.28,1013076.87,60.93
1111461.17,66.86,53.29,1013092.97,60.94
1111621.49,66.89,53.32,1013099.78,60.96
1111673.02,66.92,53.36,1013088.38,60.99
1111673.02,66.92,53.36,1013088.38,60.99
1111673.02,66.92,53.36,1013088.38,60.99
1111903.88,66.96,53.39,1013076.87,61.01
1111746.69,66.96,53.39,1012924.54,61.0
1111510.71,66.96,53.39,1013526.2,61.06
1111708.98,67.0,53.43,1013337.13,61.07
1111450.77,66.99,53.43,1012926.34,61.06
1111502.3,67.03,53.46,1012925.49,61.09
1111668.2,67.06,53.49,1014621.81,61.2
1111668.2,67.06,53.49,1014621.81,61.2
1111719.73,67.09,53.53,1014621.58,61.23
1111771.26,67.13,53.56,1014621.21,61.26
1111822.79,67.17,53.6,1014621.21,61.29
1112053.65,67.2,53.64,1014621.21,61.31
1112105.18,67.24,53.67,1014990.2,61.37
1112303.46,67.27,53.71,1014979.65,61.39
1112354.99,67.31,53.74,1015358.55,61.44
1112142.23,67.31,53.74,1014991.19,61.43
1112193.76,67.34,53.78,1015611.51,61.49
1111962.19,67.35,53.78,1015380.47,61.5
1112122.51,67.38,53.81,1015380.26,61.52
1111886.53,67.38,53.82,1015379.87,61.53
1111938.06,67.42,53.85,1015379.87,61.56
1111938.06,67.42,53.85,1015358.38,61.56
1111781.46,67.42,53.85,1015202.97,61.56
1111832.99,67.45,53.89,1015202.97,61.59
1111675.8,67.45,53.88,1015091.11,61.59
1111874.07,67.49,53.92,1015152.61,61.62
1111637.55,67.49,53.92,1014876.29,61.61
1111797.87,67.52,53.95,1014854.68,61.63
1111503.93,67.51,53.95,1015013.66,61.65
1111267.95,67.52,53.95,1014973.77,61.67
1111428.27,67.55,53.98,1014973.77,61.68
1111192.29,67.55,53.99,1015867.07,61.76
1111243.82,67.59,54.02,1016009.42,61.8
1111404.13,67.62,54.05,1016189.26,61.82
1111168.15,67.62,54.06,1015938.45,61.83
1111334.05,67.65,54.08,1015937.86,61.84
1111564.91,67.69,54.12,1015937.86,61.86
1111719.18,67.72,54.16,1015963.86,61.89
1111719.18,67.72,54.16,1015956.73,61.89
1111770.71,67.76,54.19,1015957.87,61.92
1111526.77,67.76,54.19,1015890.66,61.93
1111578.3,67.8,54.23,1015910.71,61.96
1111578.3,67.8,54.23,1015910.71,61.96
1111629.83,67.83,54.27,1015993.47,62.0
1111638.54,67.83,54.27,1016030.47,62.0
1111869.4,67.87,54.3,1017204.68,62.09
1112023.67,67.91,54.34,1018121.91,62.17
1112177.93,67.94,54.38,1018121.31,62.2
